,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-989-8213-61-7,<O >Mosteiro de Santa Maria de Salzedas,"Letria, José Jorge, 1951-",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-821-3617
0,978-989-8214-40-9,<O >grande chefe,"Nogueira, Carlos, 1971-",Tcharan,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-821-440-9
0,978-989-8219-32-9,<A >Europa Napoleónica e Portugal,"Sardica, José Miguel, 1970-",Tribuna da História,imp. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-821-932-9
0,978-989-8213-02-0,Versos diversos,"Higino, Nuno, 1960-",Trinta por uma Linha,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-02-0
0,978-989-8213-04-4,Emília e o chá de tília,"Pinheiro, Alexandra",Trinta por uma Linha,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-04-4
0,978-989-8213-05-1,Cinema Garrett,"Vieira, Virgílio Alberto, 1950-",Trinta por uma Linha,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-05-1
0,978-989-8213-06-8,<Os >cavalos a correr,"Batista, Amadeu, 1953-",Trinta por uma Linha,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-06-8
0,978-989-8213-11-2,"Meu fito, meu feito","Vieira, Virgílio Alberto, 1950-",Trinta por uma Linha,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-11-2
0,978-989-8213-16-7,Verso a verso,"Batista, Amadeu, 1953-",Trinta por uma Linha,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-16-7
0,978-989-8213-18-1,<A >casa grande,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-18-1
0,978-989-8213-24-2,<A >mala rápida do senhor parado,"Paiva, Rui Almeida, 1977-",Trinta por uma Linha,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-24-2
0,978-989-8213-32-7,Eu fui o menino Jesus,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-32-7
0,978-989-8213-35-8,Soletra a letra,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-35-8
0,978-989-8213-37-2,<A >menina de papel,"Guimarães, Teresa",Trinta por uma Linha,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-37-2
0,978-989-8213-41-9,<O >bicho de sete cabeças,"Ferreira, Carmen Zita, 1974-",Trinta por uma Linha,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-41-9
0,978-989-8213-48-8,Meu reino por um cavalo,"Ferra, António, 1947-",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-48-8
0,978-989-8213-58-7,<A >oleira prodigiosa,"Vieira, Virgílio Alberto, 1950-",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-58-7
0,978-989-8213-60-0,Versos de não sei quê,"Neves, Pedro Teixeira, 1969-",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-60-0
0,978-989-8213-68-6,<O >rapaz sem orelhas de burro,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-68-6
0,978-989-8213-69-3,Animais no sótão,"Silva, Gisela",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-69-3
0,978-989-8213-70-9,"<A >avó come muito queijo, é o que é!","Leite, Manuela",Trinta por uma Linha,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-70-9
0,978-989-8213-71-6,<O >manto encantado da moura,"Silva, Gisela",Trinta por uma Linha,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-71-6
0,978-989-8213-73-0,<O >senhor péssimo é o máximo,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-73-0
0,978-989-8213-76-1,<A >casa do João,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-76-1
0,978-989-8213-77-8,<A >bicha moira,"Vicente, Maria da Conceição, 195?-",Trinta Por Uma Linha,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-77-8
0,978-989-8213-78-5,<A >história de Frei João da Esperança,"Mésseder, João Pedro, pseud.",Direcção Regional de Cultura do Norte-SEC ;,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-78-5
0,978-989-8213-83-9,Episódios da vida de um jovem gato,"Ramos, Raquel, 1969-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-83-9
0,978-989-8213-88-4,História da formiga e da cigarra que não foi na cantiga,"Vicente, Maria da Conceição, 195?-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-88-4
0,978-989-8213-89-1,Do querer ao ter há muita conta a fazer,"Vicente, Maria da Conceição, 195?-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-89-1
0,978-989-8213-93-8,Pequenas histórias da mitologia,"Ribeiro, João Manuel, 1968-",Trinta por uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-93-8
0,978-989-8213-95-2,<O >semáforo chorão,"Ribeiro, João Manuel, 1968-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-95-2
0,978-989-8213-97-6,<O >morcego bibliotecário,"Ferreira, Carmen Zita, 1974-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-97-6
0,978-989-8213-98-3,Segredos do jardim da casa grande de barras amarelas,"Ramos, Raquel, 1969-",Trinta Por Uma Linha,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8213-98-3
0,978-989-8214-01-0,É limpinho!,"Cancela, Marta",Papa-Letras,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8214-01-0
0,978-989-8214-39-3,Era uma vez um cão,"Carvalho, Adélia",Tcharan,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8214-39-3
0,978-989-8215-19-2,<O >pintinhas azuis,"Ferreira, Ana",Letras d'Ouro,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8215-19-2
0,978-989-8231-09-3,Fradique Mendes,"Queirós, Eça de, 1845-1900",Sociedade Editora de Livros de Bolso,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8231-09-3
0,978-989-8231-18-5,<O >mistério da estrada de Sintra,"Queirós, Eça de, 1845-1900",Sociedade Livros de Bolso,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8231-18-5
0,978-989-8231-20-8,Cinco aventuras de Sherlock Holmes,"Doyle, Arthur Conan, 1859-1930",12.19 Sociedade Editora de Livros de Bolso,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8231-20-8
0,978-989-8232-39-7,EFGH...,"Correia, Octaviano, 1940-",7 Dias 6 Noites,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8232-39-7
0,978-989-8232-54-0,<O >anjo Tobias e a rochinha de natal,"Homem, Maria Aurora, 1939-2010",7 Dias 6 noites,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8232-54-0
0,978-989-8232-74-8,<Uma >amiga com mil anos,"Fonseca, Teresa, 1950-",7 dias 6 noites,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8232-74-8
0,978-989-8236-15-9,Só resta o amor,"Fernández Paz, Agustín, 1947-",Nelson de Matos,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8236-15-9
0,978-989-8236-25-8,Crónicas com fundo de guerra,"Pepetela, pseud.",Edições Nelson de Matos,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8236-25-8
0,978-989-8236-31-9,<O >príncipe feliz e outros contos,"Wilde, Oscar, 1854-1900",Edições Nelson de Matos,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8236-31-9
0,978-989-8260-04-8,<A >bicicleta da princesa,"Jones, Janey Louise, 1968-",Booksmile,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8260-04-8
0,978-989-8260-05-5,<A >grande confusão,"Jones, Janey Louise, 1968-",Booksmile,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8260-05-5
0,978-989-8260-64-2,Se eu fosse... nacionalidades,"Viegas, Francisco José, 1962-",Booksmile,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8260-64-2
0,978-989-8267-00-9,Caneta feliz,"Mésseder, João Pedro, pseud.",Trampolim,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-00-9
0,978-989-8267-09-2,Versos quase matemáticos,"Mésseder, João Pedro, pseud.",Trampolim,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-09-2
0,978-989-8267-11-5,Livro dos medos,"Carvalho, Adélia",Trampolim Edições,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-11-5
0,978-989-8267-12-2,<O >livro das contas e dos contos,"Vaz, José, 1940-",Trampolim,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-12-2
0,978-989-8267-13-9,<As >letras de números vestidas,"Mésseder, João Pedro, pseud.",Trampolim,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-13-9
0,978-989-8267-15-3,<A >cobra cava-covas e outras fábulas novas,"Ferreira, Daniel Marques, 1949-",Trampolim,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-15-3
0,978-989-8267-16-0,<O >grilinho tenor,"Martins, Palmira, 1956-",Trampolim,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-16-0
0,978-989-8267-17-7,Móli,"Ramalhete, Isabel",Trampolim,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-17-7
0,978-989-8267-19-1,"Celestino, o rato da biblioteca","Vaz, José, 1940-",Trampolim,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-19-1
0,978-989-8267-20-7,"Gatos, lagartos e outros poemas","Mésseder, João Pedro, pseud.",Trampolim,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8267-20-7
0,978-989-8309-10-5,<O >homem da nuvem escura,"Vinagre, Inês, 1983-",Opera Omnia,D.L. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8309-10-5
0,978-989-8324-05-4,Catavento,"Remelhe, Emílio, 1965-",Eterogémeas,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8324-05-4
0,978-989-8324-10-8,<A >minha primeira língua,"Mesquita, Rosa, 1958-",Eterogémeas,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8324-10-8
0,978-989-8327-00-0,<O >coração e a garrafa,"Jeffers, Oliver, 1977-",Orfeu Negro,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-00-0
0,978-989-8327-04-8,<O >pequeno inventor,"Duk, Hyun",Orfeu Negro,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-04-8
0,978-989-8327-08-6,Perdido e achado,"Jeffers, Oliver, 1977-",Orfeu Negro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-08-6
0,978-989-8327-12-3,Greve,"Sobral, Catarina, 1985-",Orfeu Negro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-12-3
0,978-989-8327-13-0,<O >lanche do senhor verde,"Sáez-Castán, Javier",Orfeu Negro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-13-0
0,978-989-8327-14-7,Oinc!,"Martins, Isabel Minhós, 1974-",Orfeu Negro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-14-7
0,978-989-8327-15-4,<Os >animais estavam zangados,"Wondriska, William",Orfeu Negro,cop. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-15-4
0,978-989-8327-18-5,Sobe e desce,"Jeffers, Oliver, 1977-",Orfeu Negro,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-18-5
0,978-989-8327-21-5,<A >cantiga do urso,"Chaud, Benjamin, 1975-",Orfeu Negro,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-21-5
0,978-989-8327-23-9,Presos,"Jeffers, Oliver, 1977-",Orfeu Negro,cop. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-23-9
0,978-989-8327-26-0,Este alce é meu,"Jeffers, Oliver, 1977-",Orfeu Negro,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-26-0
0,978-989-8327-27-7,<As >férias do pequeno urso,"Chaud, Benjamin, 1975-",Orfeu Negro,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-27-7
0,978-989-8327-28-4,Como apanhar uma estrela,"Jeffers, Oliver, 1977-",Orfeu Negro,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-28-4
0,978-989-8327-29-1,Hoje sinto-me...,"Moniz, Madalena, 1985-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-29-1
0,978-989-8327-31-4,365 pinguins,"Fromental, Jean-Luc, 1950-",Orfeu Negro,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-31-4
0,978-989-8327-32-1,<O >meu avô,"Sobral, Catarina, 1985-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-32-1
0,978-989-8327-33-8,Quero o meu chapéu,"Klassen, Jon, 1981-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-33-8
0,978-989-8327-35-2,<O >dia em que os lápis desistiram,"Daywalt, Drew, 1970-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-35-2
0,978-989-8327-36-9,Boa viagem bebé!,"Alemagna, Beatrice, 1973-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-36-9
0,978-989-8327-37-6,Art & Max,"Wiesner, David, 1956-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-37-6
0,978-989-8327-44-4,<O >escuro,"Snicket, Lemony, pseud.",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-44-4
0,978-989-8327-45-1,Mãos à obra,"Cornille, Didier, 1951-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-45-1
0,978-989-8327-46-8,<A >minha professora é um monstro!,"Bronw, Peter, 1979-",Orfeu Negro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-46-8
0,978-989-8327-47-5,Este chapéu não é meu,"Klassen, Jon, 1981-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-47-5
0,978-989-8327-49-9,Não fiz os trabalhos de casa porque...,"Cali, Davide, 1972-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-49-9
0,978-989-8327-50-5,<Os >Nicos em Não fui eu,"Jeffers, Oliver, 1977-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-50-5
0,978-989-8327-52-9,Quero um abraço,"Ciraolo, Simona",Orfeu Negro,2019,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-52-9
0,978-989-8327-53-6,Tirar & pôr,"Félix, Lucie",Orfeu Mini,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-53-6
0,978-989-8327-54-3,<Uma >aventura debaixo da terra,"Barnett, Mac, 1982-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-54-3
0,978-989-8327-55-0,<A >sereia e os gigantes,"Sobral, Catarina, 1985-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-55-0
0,978-989-8327-57-4,<O >tempo do gigante,"Chica, Carmen",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-57-4
0,978-989-8327-59-8,Aqui há gato!,"Lopes, Rui",Orfeu Negro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-59-8
0,978-989-8327-60-4,<O >meu irmão invisível,"Pez, Ana, 1987-",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-60-4
0,978-989-8327-61-1,<O >que aconteceu à minha irmã?,"Ciraolo, Simona",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-61-1
0,978-989-8327-62-8,<O >professor Astrogato nas fronteiras do espaço,"Walliman, Dominic",Orfeu Negro,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-62-8
0,978-989-8327-63-5,<A >baleia,"Davies, Benji, 1980-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-63-5
0,978-989-8327-64-2,Mamã?,"Haughton, Chris, 1978-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-64-2
0,978-989-8327-65-9,Cheguei atrasado à escola porque...,"Cali, Davide, 1972-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-65-9
0,978-989-8327-66-6,<O >Sr. Tigre torna-se selvagem,"Brown, Peter",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-66-6
0,978-989-8327-67-3,<O >dia em que os lápis voltaram a casa,"Daywalt, Drew, 1970-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-67-3
0,978-989-8327-68-0,"Baltasar, o Grande","Sims, Kirsten",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-68-0
0,978-989-8327-69-7,Tão tão grande,"Sobral, Catarina, 1985-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-69-7
0,978-989-8327-71-0,Ké iz tuk?,"Ellis, Carson",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-71-0
0,978-989-8327-72-7,Estranhas criaturas,"Rubio, Cristina Sitja",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-72-7
0,978-989-8327-73-4,Achámos um chapéu,"Klassen, Jon, 1981-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-73-4
0,978-989-8327-74-1,Mamã raposa,"Momenceau, Amandine",Orfeu Negro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-74-1
0,978-989-8327-75-8,Era uma vez um alfabeto,"Jeffers, Oliver, 1977-",Orfeu Negro,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-75-8
0,978-989-8327-79-6,Ahab e a baleia branca,"Marsol, Manuel, 1984-",Orfeu Negro,cop.  2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-79-6
0,978-989-8327-92-5,<O >piolho sabe que,Mathis,Orfeu Negro,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8327-92-5
0,978-989-8333-01-8,Para onde vão as ideias que esquecemos?,"Machado, Carla",Psiquilibrios,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8333-01-8
0,978-989-8337-02-3,<O >pequeno Pai Natal vai á cidade,"Stohner, Anu, 1952-    ",Keditora,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8337-02-3
0,978-989-8337-03-0,<A >ovelha Carlota,"Stohner, Anu, 1952-    ",K Editora,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8337-03-0
0,978-989-8349-37-8,Ifigénia ;,"Rodrigues, Tiago, 1977-",Bicho do Mato,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8349-37-8
0,978-989-8349-10-1,Menina Júlia,"Strindberg, August, 1849-1912",Bicho do Mato,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-834910-1
0,978-989-8377-03-6,Zéthoven e Beethoven,"Cipriano, Luís",Grácio,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8377-03-6
0,978-989-8377-08-1,Barbatanar nas cores do arco-íris,"Canhoto, Carlos, 1961-",Grácio,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8377-08-1
0,978-989-8377-09-8,Pinok e baleote,"Horta, Miguel",Grácio,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8377-09-8
0,978-989-8377-10-4,Caiu um dente ao dragão,"Rodrigues, Laura Ferreira",Grácio,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8377-10-4
0,978-989-8392-20-6,<O >sapo envergonhado e outras histórias,"Machado, José Leon, 1965-",Vercial,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8392-20-6
0,978-989-8400-20-8,"Pitanga, a galinha dos dentes de cristal","Figueiredo, Ana Paula Rodrigues da Silva, 1968-",AL-Publicações,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8400-20-8
0,978-989-8406-65-1,Viver e resistir no tempo de Salazar,"Samara, Maria Alice, 1974-",Verso de Kapa,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8406-65-1
0,978-989-8412-06-5,Cartas da Beatriz,"Gonzalez, Maria Teresa Maia, 1958-",Letrarium,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8412-06-5
0,978-989-8414-04-5,"Todos temos asas, mas apenas os voluntários sabem voar","Fernandes, Sónia",Imoedições,D.L. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8414-04-5
0,978-989-8432-51-3,Arqueólogo,"Bikic, Vesna",Convite à Música,D.L. 2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8432-51-3
0,978-989-8441-03-4,Rabbitwood,"Fox, Crevan",Far Far Away Books,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8441-03-4
0,978-989-8441-07-2,<A >floresta dos reis,"Norton, Sofia",Far Far Away Books,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8441-07-2
0,978-989-8441-08-9,<Uma >vida de cão,"Barklee, James",Far Far Away Book,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8441-08-9
0,978-989-8452-07-8,<O >corsário negro,"Salgari, Emílio, 1862-1911",Clube de Autor,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-845-207-8
0,978-989-8452-03-0,Entre cães e gatos,"Letria, José Jorge, 1951-",Clube do Autor,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8452-03-0
0,978-989-8452-32-0,Crónica dos bons malandros,"Zambujal, Mário, 1936-",O Clube do Autor,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8452-32-0
0,978-989-8452-61-0,<O >livro das boas-noites,"Letria, José Jorge, 1951-",Clube do Autor,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8452-61-0
0,978-989-8452-98-6,<O >que é o amor,"Letria, José Jorge, 1951-",Clube de Autor,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8452-98-6
0,978-989-8459-08-4,Jogos de xadrez e da vida,"Trindade, Arnaldo, 1934-",Poesia,imp. 2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8459-08-4
0,978-989-8459-18-3,Selva molhada,"Guedes, José",Estratégias Criativas,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8459-18-3
0,978-989-8461-80-3,"Pai, tiveste medo?","Gomes, Catarina, 1975-",Matéria-Prima,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-846-180-3
0,978-989-8461-36-0,No coração do império,"Vidal, Alexandra, 1976-",Matéria-Prima,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8461-36-0
0,978-989-8461-45-2,<A >magia das estrelas,"Bullough, Tom, 1975-",Matéria-Prima,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8461-45-2
0,978-989-8461-79-7,<A >porta para a liberdade,"Fonseca, Pedro Prostes da, 1962-",Matéria-Prima,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8461-79-7
0,978-989-8470-24-9,<Os >Lusíadas de Luís de Camões,"Barros, João de, 1881-1960",Marcador,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8470-24-9
0,978-989-8470-26-3,<O >homem que plantava árvores,"Giono, Jean, 1895-1970",Marcador,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8470-26-3
0,978-989-8470-39-3,<O >quente aconchego da mãe negra,"Veiga, Sérgio, 1953-",Marcador,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8470-39-3
0,978-989-8470-50-8,<A >odisseia de Homero,"Barros, João de, 1881-1960",Marcador,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8470-50-8
0,978-989-8491-83-1,Era uma vez eu,"Fanha, José, 1951-",Booksmile,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8491-83-1
0,978-989-8491-86-2,"Rosinha, minha canoa","Vasconcelos, José Mauro de, 1920-1984",Booksmile,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8491-86-2
0,978-989-8491-87-9,Vamos aquecer o Sol,"Vasconcelos, José Mauro de, 1920-1984",Booksmile,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8491-87-9
0,978-989-8491-88-6,<O >meu pé de laranja lima,"Vasconcelos, José Mauro de, 1920-1984",Booksmile,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8491-88-6
0,978-989-8507-44-0,<A >vila das cores,"Magina, Bruno, 1984-",Escritório Editora,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8507-44-0
0,978-989-8513-28-1,Guadalupe,"Freitas, Angélica, 1973-",Polvo,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-28-1
0,978-989-8513-40-3,Tungsténio,"Quintanilha, Marcelo, 1971-",Polvo,cop. 2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-40-3
0,978-989-8513-41-0,Cumbe,"Salete, Marcelo de, 1979-",Polvo Editora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-41-0
0,978-989-8513-43-4,Talco de vidro,"Quintanilha, Marcelo, 1971-",Polvo,cop. 2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-43-4
0,978-989-8513-44-1,<O >pugilista,"Kleist, Reinhard, 1970-",Polvo, 2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-44-1
0,978-989-8513-46-5,Milagreiro,"Oliveira, André, 1982-",Polvo,cop. 2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-46-5
0,978-989-8513-53-3,Klaus,"Nunes, Felipe, 1995-",Polvo,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-53-3
0,978-989-8513-58-8,Hinário nacional,"Quintanilha, Marcelo, 1971-",Polvo,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-58-8
0,978-989-8513-61-8,Fealdade de Fabiano Gorila seguido Granadilha e de três minutos de linhas,"Quintanilha, Marcelo, 1971-",Polvo,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8513-61-8
0,978-989-8514-44-8,Aristides de Sousa Mendes,"Mascarenhas, Teresa, 1952-",Esgotadas,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8514-44-8
0,978-989-8514-56-1,Histórias tradicionais de países europeus,"Vale, Fernando Marques do",Esgotadas,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8514-56-1
